"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Autenticação","1","Login via Authentik (BFF-Session)","0","0","Login com múltiplos vínculos ativos leva à seleção de condomínio","0"
